Total_Stops,Price,month_of_journey,day_of_journey,Dep_Hour,Dep_Min,Duration_Total_Hour,Arrival_Hour,Arrival_Min,Airline_Air Asia,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Banglore,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Banglore,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
non-stop,3858,12,5,14,45,2.3333333333333335,17,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1 stop,4812,6,24,8,45,4.5,13,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,5775,6,27,21,50,5.75,3,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,10539,6,6,9,35,24.166666666666668,9,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
non-stop,4804,3,6,15,30,2.5833333333333335,18,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
non-stop,3383,12,6,11,10,2.75,13,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,8738,3,3,12,10,4.916666666666667,17,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1 stop,7165,3,27,5,15,25.583333333333332,6,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,6412,6,24,16,10,6.333333333333333,22,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,8016,6,27,18,55,3.0833333333333335,22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,11087,12,3,20,35,18.666666666666668,15,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
non-stop,3543,6,27,9,45,2.25,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1 stop,12471,12,6,16,30,12.166666666666666,4,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,10262,6,24,9,0,19.416666666666668,4,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,4441,3,18,13,20,2.8333333333333335,16,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1 stop,12537,3,27,7,5,8.416666666666666,15,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,10091,3,24,22,25,9.25,7,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
non-stop,6961,3,6,21,5,2.8333333333333335,23,55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
non-stop,5013,4,24,5,35,3.25,8,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,6934,5,18,5,10,2.8333333333333335,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,10877,3,6,6,40,12.333333333333334,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,7229,4,18,15,15,2.9166666666666665,18,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,7048,3,27,16,0,9.583333333333334,1,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,4878,6,27,17,0,2.5833333333333335,19,35,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,10844,5,21,14,5,9.5,23,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2 stops,15129,5,18,23,5,29.333333333333332,4,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,3943,12,5,0,30,2.9166666666666665,3,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,5583,6,6,6,5,5.25,11,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,9646,6,6,7,5,9.083333333333334,16,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,7677,3,6,8,30,10.75,19,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,6842,1,6,5,10,4.916666666666667,10,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,4995,6,24,8,45,1.5,10,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1 stop,9555,9,6,7,10,11.666666666666666,18,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
non-stop,4077,1,6,1,30,2.75,4,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
non-stop,7229,12,5,15,15,2.9166666666666665,18,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,12192,9,6,9,0,10.0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,5911,12,4,10,0,2.75,12,45,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,8372,12,6,9,0,10.25,19,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,4995,3,18,7,10,1.4166666666666667,8,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1 stop,14323,9,5,10,0,9.25,19,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2 stops,13014,9,6,5,30,22.916666666666668,4,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2 stops,13591,6,6,14,25,28.833333333333332,19,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2 stops,18799,3,3,5,25,37.416666666666664,18,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,3943,4,27,23,30,2.8333333333333335,2,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
non-stop,1965,5,21,5,45,1.5,7,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
non-stop,4995,5,27,10,20,1.5,11,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1 stop,14641,3,24,16,50,25.666666666666668,18,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
non-stop,4460,12,4,20,45,2.5833333333333335,23,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,10191,5,18,13,0,6.25,19,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,13843,9,3,2,15,17.5,19,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,6349,1,5,21,50,5.75,3,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,4409,1,5,10,20,2.5833333333333335,12,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,17024,6,3,18,15,25.5,19,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,13727,5,18,7,5,13.916666666666666,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,8855,3,15,18,25,2.9166666666666665,21,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1 stop,12524,6,24,8,45,10.25,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,13555,3,18,11,40,8.666666666666666,20,20,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1 stop,10844,6,6,6,30,5.5,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,13587,9,6,9,0,12.0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,3543,12,6,9,45,2.25,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
non-stop,4842,3,18,7,5,2.25,9,20,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
non-stop,3943,4,24,23,30,2.8333333333333335,2,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,10577,9,6,19,15,9.166666666666666,4,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,6979,5,15,10,35,10.416666666666666,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,11982,6,27,17,45,2.3333333333333335,20,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1 stop,5264,6,6,8,45,4.5,13,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,8001,3,3,6,0,3.1666666666666665,9,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2 stops,10651,1,6,19,45,23.5,19,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,10844,5,24,16,30,27.333333333333332,19,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,6601,3,27,9,45,12.583333333333334,22,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,6587,3,21,19,0,24.25,19,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,3173,3,21,13,10,1.3333333333333333,14,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
non-stop,5228,9,5,10,0,2.75,12,45,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
non-stop,5769,6,21,7,10,3.0,10,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,14714,6,6,8,0,11.0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2 stops,13014,3,6,5,30,13.5,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,3359,3,6,22,10,2.8333333333333335,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
non-stop,6722,3,3,20,55,2.9166666666666665,23,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
non-stop,4462,3,18,9,35,2.75,12,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,6171,9,3,4,55,11.25,16,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2 stops,12303,5,21,5,50,14.583333333333334,20,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,7695,3,21,11,40,13.916666666666666,1,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,5684,6,24,11,25,14.083333333333334,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,8366,12,6,16,50,15.083333333333334,7,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
non-stop,19630,1,3,11,40,2.25,13,55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1 stop,13502,6,3,14,5,15.0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1 stop,14781,1,5,21,10,12.916666666666666,10,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,6513,12,6,7,10,9.0,16,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,9929,1,6,7,0,12.25,19,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2 stops,18275,6,6,17,50,7.666666666666667,1,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,4487,9,4,6,5,27.333333333333332,9,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,2754,3,15,21,20,1.4166666666666667,22,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
non-stop,2575,3,27,6,20,1.3333333333333333,7,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1 stop,8224,12,6,15,55,5.5,21,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,8991,9,3,20,30,11.75,8,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,5000,6,24,5,35,3.25,8,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,8529,12,6,18,55,24.916666666666668,19,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,14042,3,3,6,5,27.333333333333332,9,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,4030,5,24,11,10,2.9166666666666665,14,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,10844,6,6,18,55,17.083333333333332,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
non-stop,4804,6,5,21,25,2.6666666666666665,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,7308,5,27,17,30,8.0,1,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,4823,12,5,16,55,3.0,19,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,10262,6,24,9,0,27.583333333333332,12,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,12898,5,27,20,55,7.5,4,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2 stops,12778,12,3,17,25,22.916666666666668,16,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1 stop,14871,3,3,4,45,8.583333333333334,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2 stops,8708,3,21,13,20,29.916666666666668,19,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,10844,6,6,20,0,22.25,18,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
non-stop,4129,6,3,5,45,1.3333333333333333,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
non-stop,4804,5,18,21,25,2.6666666666666665,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
non-stop,7229,6,5,8,20,3.0,11,20,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,7832,3,21,7,0,12.166666666666666,19,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
non-stop,3859,3,18,9,30,2.5833333333333335,12,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1 stop,9001,6,6,7,30,11.75,19,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,4878,9,5,17,0,2.5833333333333335,19,35,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
non-stop,2754,3,5,2,35,1.5,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
non-stop,4668,6,27,7,0,2.6666666666666665,9,40,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
non-stop,5216,12,5,10,20,2.5833333333333335,12,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2 stops,10368,6,6,5,30,22.916666666666668,4,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2 stops,8146,9,3,6,40,14.666666666666666,21,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,12242,3,27,13,0,15.416666666666666,4,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,9134,3,15,8,0,7.25,15,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2 stops,10939,6,6,13,15,20.166666666666668,9,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2 stops,11753,6,6,10,55,20.75,7,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,4174,4,24,17,10,2.5,19,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,10844,5,21,20,0,23.833333333333332,19,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,14714,3,6,16,0,27.0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,9899,12,6,6,30,5.5,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,14871,3,3,9,10,11.833333333333334,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,7295,6,3,13,20,2.25,15,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2 stops,13465,6,6,18,45,24.5,19,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,3543,5,21,17,45,2.3333333333333335,20,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1 stop,7198,6,27,19,0,6.5,1,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,10262,1,6,8,0,20.416666666666668,4,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,4148,3,15,15,20,2.5833333333333335,17,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
non-stop,8016,6,27,15,15,2.9166666666666665,18,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,10262,9,6,22,50,5.583333333333333,4,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,3841,6,15,14,55,2.5,17,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,11507,12,3,9,45,14.75,0,30,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1 stop,14781,1,5,8,25,12.333333333333334,20,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,16079,5,27,17,30,25.5,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,12898,5,27,22,50,5.583333333333333,4,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,15353,6,3,7,30,11.75,19,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,7303,3,24,18,25,2.9166666666666665,21,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1 stop,6197,3,24,15,5,5.666666666666667,20,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,8996,9,6,9,10,4.083333333333333,13,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,6528,3,21,14,20,8.0,22,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,4239,9,4,20,55,2.75,23,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
non-stop,4148,12,3,20,25,2.6666666666666665,23,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
non-stop,3971,5,24,21,10,2.9166666666666665,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,5192,6,5,7,35,15.916666666666666,23,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2 stops,9483,9,4,13,25,23.166666666666668,12,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2 stops,18804,3,6,11,40,7.333333333333333,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,5201,6,18,5,10,2.8333333333333335,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,16079,5,27,11,30,7.5,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,7229,6,15,19,50,3.0,22,50,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,6795,5,27,17,45,7.75,1,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,10953,9,5,9,35,25.333333333333332,10,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2 stops,15965,6,24,15,5,10.416666666666666,1,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2 stops,9968,9,4,12,55,30.333333333333332,19,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,4804,6,6,22,15,2.5833333333333335,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,16079,5,27,10,0,9.0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2 stops,11507,12,6,21,25,15.166666666666666,12,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2 stops,11542,9,6,9,25,28.333333333333332,13,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
non-stop,7229,4,24,17,45,3.0,20,45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
non-stop,4544,4,27,6,0,2.75,8,45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,6496,5,15,5,10,4.916666666666667,10,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,4804,6,15,21,25,2.6666666666666665,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,13439,1,3,11,5,22.166666666666668,9,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1 stop,6540,3,27,18,15,10.166666666666666,4,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,4591,1,6,23,30,2.8333333333333335,2,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,4437,3,18,16,15,4.333333333333333,20,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1 stop,6151,3,21,20,10,11.0,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,7754,6,21,17,45,3.0,20,45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,10262,6,24,14,0,22.583333333333332,12,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,8016,9,6,18,55,3.0833333333333335,22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
non-stop,4781,3,24,6,55,2.6666666666666665,9,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
non-stop,4668,6,27,11,30,2.8333333333333335,14,20,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1 stop,14594,6,3,11,50,21.083333333333332,8,55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1 stop,14231,3,24,16,55,11.833333333333334,4,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1 stop,8425,5,15,5,15,25.583333333333332,6,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,9646,12,6,7,5,15.416666666666666,22,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
non-stop,7295,3,3,14,40,2.4166666666666665,17,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1 stop,5162,9,4,6,50,3.6666666666666665,10,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
non-stop,6860,9,3,18,25,2.9166666666666665,21,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
non-stop,6216,4,15,6,0,3.1666666666666665,9,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1 stop,5192,5,24,7,35,11.833333333333334,19,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
